title,year,director,country,duration,genre,first_day,first_week,first_weekend,hebdo_rank,total_spectator,copies,rating_press,rating_public,casting,budget,lang,visa,award
le petit nicolas,2009,laurent tirard,france,5160,comedie,140625.0,1132450,986306.0,1,5520562,571,2.9,2.8,"[""Maxime Godart"", ""Valérie Lemercier"", ""Kad Merad"", ""Sandrine Kiberlain""]",65464000.0,"[""francais""]",118706.0,2.0
la neuvieme porte,1999,roman polanski,france,7920,thriller,50935.4,499344,284884.8,2,1425170,386,3.2,3.0,"[""Johnny Depp"", ""Frank Langella"", ""Lena Olin"", ""Emmanuelle Seigner""]",27440000.0,"[""anglais"", ""francais""]",94964.0,0.0
the big lebowski,1998,joel coen,etatsunis,7020,comedie,32979.0,163979,224751.4,5,730064,128,3.8,4.1,"[""Jeff Bridges"", ""Julianne Moore"", ""John Goodman"", ""Steve Buscemi""]",15000000.0,"[""anglais"", ""allemand""]",94394.0,0.0
demineurs,2009,kathryn bigelow,etatsunis,7800,drame,12043.0,87533,70253.0,10,214055,121,4.1,3.8,"[""Jeremy Renner"", ""Anthony Mackie"", ""Brian Geraghty"", ""Guy Pearce""]",11000000.0,"[""arabic"", ""anglais"", ""turc""]",-1.0,15.0
lextravagant voyage du jeune et prodigieux ts spivet,2013,jeanpierre jeunet,france,6360,aventure action,16415.0,230490,145955.0,7,676969,520,3.2,3.7,"[""Kyle Catlett"", ""Helena Bonham Carter"", ""Robert Maillet"", ""Callum Keith Rennie""]",33000000.0,"[""anglais""]",133347.0,2.0
les aristos,2006,charlotte de turckheim,france,5100,comedie,38479.0,365181,308629.0,2,922069,388,1.5,1.3,"[""Charlotte De Turckheim"", ""Jacques Weber"", ""Vincent Desagnat"", ""Victoria Abril""]",7600000.0,"[""francais""]",112683.0,0.0
mirrors,2008,alexandre aja,etatsunis,6600,horreur,28208.0,270459,199327.0,2,601574,246,3.0,3.1,"[""Kiefer Sutherland"", ""Paula Patton"", ""Cameron Boyce"", ""Erica Gluck""]",35000000.0,"[""anglais""]",120865.0,0.0
white house down,2013,roland emmerich,etatsunis,8220,aventure action,33987.0,272508,225168.0,1,539512,451,3.0,3.3,"[""Channing Tatum"", ""Jamie Foxx"", ""Maggie Gyllenhaal"", ""Jason Clarke""]",150000000.0,"[""anglais""]",137192.0,0.0
mission impossible,1996,brian de palma,etatsunis,6600,aventure action,244157.0,1713919,1248045.0,1,4120262,583,4.0,3.6,"[""Tom Cruise"", ""Jon Voight"", ""Emmanuelle Béart"", ""Henry Czerny""]",75000000.0,"[""tcheque"", ""anglais"", ""francais""]",90444.0,1.0
expendables unite speciale,2010,sylvester stallone,etatsunis,6300,aventure action,168327.0,773121,612944.0,1,1651610,445,2.8,2.9,"[""Sylvester Stallone"", ""Jason Statham"", ""Jet Li"", ""Dolph Lundgren""]",80000000.0,"[""anglais"", ""espagnol""]",-1.0,0.0
harry potter et le prince de sangmele,2009,david yates,etatsunis,9180,fantasy,625882.0,2882397,2388845.0,1,6052274,949,3.6,3.7,"[""Daniel Radcliffe"", ""Rupert Grint"", ""Emma Watson"", ""Bonnie Wright""]",250000000.0,"[""anglais""]",123742.0,0.0
persecution,2009,patrice chereau,france,6000,drame,10487.0,65912,55371.0,13,120949,96,3.0,1.8,"[""Romain Duris"", ""Charlotte Gainsbourg"", ""Jean-Hugues Anglade"", ""Alex Descas""]",90154000.0,"[""francais""]",116502.0,2.0
the killer inside me,2010,michael winterbottom,etatsunis,6540,thriller,10079.0,62584,49640.0,13,141486,66,3.1,2.7,"[""Casey Affleck"", ""Jessica Alba"", ""Kate Hudson"", ""Ned Beatty""]",13000000.0,"[""anglais""]",-1.0,0.0
paranoiak,2007,dj caruso,etatsunis,6240,thriller,42487.0,201177,158449.0,6,429737,217,2.2,3.4,"[""Shia LaBeouf"", ""Carrie-Anne Moss"", ""David Morse"", ""Sarah Roemer""]",20000000.0,"[""anglais"", ""espagnol""]",117903.0,3.0
frankenweenie,2012,tim burton,etatsunis,5220,animation,57416.0,326230,254866.0,8,628701,399,3.8,3.8,[],39000000.0,"[""anglais""]",134922.0,2.0
killer joe,2012,william friedkin,etatsunis,6180,thriller,8244.0,61091,45080.0,12,166183,78,3.6,3.4,"[""Matthew McConaughey"", ""Emile Hirsch"", ""Juno Temple"", ""Thomas Haden Church""]",10000000.0,"[""anglais""]",133997.0,0.0
jupiter le destin de lunivers,2015,wachowski brothers,etatsunis,7620,science fiction,43337.0,363580,295144.0,4,797018,392,3.0,2.4,"[""Mila Kunis"", ""Channing Tatum"", ""Sean Bean"", ""Eddie Redmayne""]",175000000.0,"[""anglais""]",139979.0,1.0
le prestige,2006,christopher nolan,etatsunis,7680,fantasy,13167.0,122611,102683.0,6,193166,282,3.2,4.3,"[""Hugh Jackman"", ""Christian Bale"", ""Michael Caine"", ""Scarlett Johansson""]",40000000.0,"[""anglais""]",116568.0,0.0
ghost dog la voie du samourai,1999,jim jarmusch,etatsunis,6960,thriller,21854.0,175198,135689.0,2,584787,208,4.1,3.7,"[""Forest Whitaker"", ""John Tormey"", ""Cliff Gorman"", ""Victor Argo""]",29524000.0,"[""anglais""]",-1.0,0.0
le royaume de gahoole la legende des gardiens,2010,zack snyder,etatsunis,5400,fantasy,50934.0,324593,242435.0,5,551610,467,3.1,3.7,[],80000000.0,"[""anglais""]",127861.0,0.0
big daddy,1999,dennis dugan,etatsunis,5580,comedie,99818.8,141577,898916.6,5,293437,495,2.7,2.6,"[""Adam Sandler"", ""Joey Lauren Adams"", ""Jon Stewart"", ""Kristy Swanson""]",342000000.0,"[""anglais""]",97753.0,0.0
le vent se leve,2006,ken loach,grandebretagne,7440,drame,37354.0,283003,218161.0,3,907836,250,3.8,2.9,"[""Cillian Murphy"", ""Padraic Delaney"", ""Liam Cunningham"", ""Orla Fitzgerald""]",490682000.0,"[""anglais"", ""latin""]",115794.0,2.0
ca commence aujourdhui,1999,bertrand tavernier,france,7020,drame,30905.6,135666,173608.2,8,873385,180,4.1,4.0,"[""Philippe Torreton"", ""Maria Pitarresi"", ""Nadia Kaci"", ""Nathalie Becue""]",6120000.0,"[""francais""]",94446.0,1.0
the trip,2011,michael winterbottom,grandebretagne,6420,comedie,3335.0,23155,19053.0,18,55549,32,2.9,2.5,"[""Steve Coogan"", ""Rob Brydon"", ""Margo Stilley"", ""Marta Barrio""]",19800000.0,"[""anglais""]",128221.0,0.0
le scaphandre et le papillon,2007,julian schnabel,france,6720,drame,6591.0,101785,64349.0,7,319977,222,3.6,3.8,"[""Mathieu Amalric"", ""Emmanuelle Seigner"", ""Marie-Josée Croze"", ""Anne Consigny""]",102800000.0,"[""francais""]",116877.0,11.0
comme elle respire,1998,pierre salvadori,france,6000,comedie,76704.29752953813,67075,378094.05652680655,10,140639,113,-1.0,2.9,"[""Marie Trintignant"", ""Guillaume Depardieu"", ""Jean-François Stévenin"", ""Serge Riaboukine""]",224575553.58251366,"[""francais""]",-1.0,0.0
pina,2011,win wenders,allemagne,6180,documentaire,8215.0,67740,47245.0,10,316716,77,4.0,3.8,"[""Pina Bausch"", ""Regina Advento"", ""Malou Airoudo"", ""Ruth Amarante""]",17200000.0,"[""anglais"", ""francais"", ""allemand"", ""italien"", ""coreen"", ""portugais"", ""russe"", ""espagnol""]",125419.0,2.0
ponette,1996,jacques doillon,france,5820,drame,76704.29752953813,65390,378094.05652680655,10,271221,97,-1.0,3.6,"[""Victoire Thivisol"", ""Matiaz Bureau Caton"", ""Delphine Schiltz"", ""Leopoldine Serre""]",224575553.58251366,"[""francais""]",88543.0,0.0
the reader,2009,stephen daldry,etatsunis,7320,romance,26780.0,227454,180380.0,4,737012,285,3.0,4.0,"[""Kate Winslet"", ""Ralph Fiennes"", ""David Kross"", ""Bruno Ganz""]",32000000.0,"[""anglais""]",-1.0,5.0
hunger games la revolte partie 2,2015,francis lawrence,etatsunis,8220,fantasy,205231.0,1231013,1068501.0,1,2882374,836,3.0,3.4,"[""Jennifer Lawrence"", ""Josh Hutcherson"", ""Liam Hemsworth"", ""Woody Harrelson""]",97000000.0,"[""anglais""]",140948.0,0.0
the giver,2014,philip noyce,etatsunis,5460,science fiction,25875.0,149333,127662.0,9,255933,272,2.3,3.3,"[""Jeff Bridges"", ""Meryl Streep"", ""Brenton Thwaites"", ""Alexander Skarsgård""]",25000000.0,"[""anglais""]",140660.0,0.0
soyez sympas rembobinez,2008,michel gondry,etatsunis,6060,comedie,20821.0,146496,121129.0,6,505993,190,3.8,3.6,"[""Jack Black"", ""Yasiin Bey"", ""Danny Glover"", ""Mia Farrow""]",20000000.0,"[""anglais""]",119181.0,0.0
hors de controle,2010,martin campbell,etatsunis,6480,thriller,30522.0,209517,173089.0,9,330301,357,2.3,2.3,"[""Mel Gibson"", ""Ray Winstone"", ""Danny Huston"", ""Bojana Novakovic""]",60000000.0,"[""anglais""]",124755.0,0.0
leleve ducobu,2011,phlippe de chauveron,france,5760,film familial,68891.0,353369,268351.0,2,1492184,471,2.1,2.0,"[""Vincent Claude"", ""Juliette Chappey"", ""Elie Semoun"", ""Bruno Podalydès""]",32460000.0,"[""francais""]",126902.0,0.0
le dernier des templiers,2011,dominic sena,etatsunis,6780,aventure action,42579.0,368501,316571.0,1,1000723,325,1.6,1.9,"[""Nicolas Cage"", ""Ron Perlman"", ""Stephen Campbell-Moore"", ""Claire Foy""]",40000000.0,"[""anglais""]",127022.0,0.0
zero dark thirty,2013,kathryn bigelow,etatsunis,8940,thriller,26420.0,237214,193213.0,3,524533,285,4.1,3.9,"[""Jessica Chastain"", ""Jason Clarke"", ""Joel Edgerton"", ""Jennifer Ehle""]",20000000.0,"[""anglais""]",135377.0,10.0
very bad trip,2009,todd phillips,etatsunis,5760,comedie,38635.0,402973,261369.0,2,2001563,251,3.7,4.0,"[""Bradley Cooper"", ""Ed Helms"", ""Zach Galifianakis"", ""Justin Bartha""]",35000000.0,"[""anglais""]",123506.0,1.0
inside llewyn davis,2013,joel coen,etatsunis,6300,comedie dramatique,25345.0,244108,166689.0,6,541937,308,4.5,3.7,"[""Oscar Isaac"", ""Carey Mulligan"", ""Justin Timberlake"", ""Ethan Phillips""]",134380000.0,"[""anglais""]",138134.0,1.0
blood ties,2013,guillaume canet,etatsunis,8640,thriller,30865.0,165884,141489.0,9,238823,433,2.5,3.1,"[""Clive Owen"", ""Billy Crudup"", ""Marion Cotillard"", ""Mila Kunis""]",25500000.0,"[""anglais"", ""italien"", ""espagnol""]",133274.0,0.0
secrets et mensonges,1996,mike leigh,grandebretagne,8520,drame,21500.4,242478,151094.2,2,1490009,126,-1.0,3.8,"[""Brenda Blethyn"", ""Marianne Jean-Baptiste"", ""Timothy Spall"", ""Claire Rushbrook""]",4500000.0,"[""anglais""]",90443.0,5.0
la momie,1999,stephen sommers,etatsunis,7500,aventure action,244365.0,1013707,1241966.6,1,3153017,648,3.1,3.3,"[""Brendan Fraser"", ""Rachel Weisz"", ""John Hannah"", ""Arnold Vosloo""]",76000000.0,"[""anglais""]",97247.0,0.0
taken 2,2012,olivier megaton,france,5880,thriller,220153.0,1231066,1048691.0,1,2903637,561,1.7,2.9,"[""Liam Neeson"", ""Maggie Grace"", ""Famke Janssen"", ""Leland Orser""]",45000000.0,"[""anglais""]",129370.0,0.0
un bonheur narrive jamais seul,2012,james huth,france,6540,romance,146556.0,546052,425174.0,2,1828750,499,2.4,3.1,"[""Sophie Marceau"", ""Gad Elmaleh"", ""Maurice Barthélémy"", ""François Berléand""]",121160000.0,"[""francais""]",129604.0,0.0
parlezmoi de la pluie,2008,agnes jaoui,france,6000,comedie,78862.0,414296,332134.0,1,1004267,443,3.3,2.4,"[""Agnès Jaoui"", ""Jean-Pierre Bacri"", ""Jamel Debbouze"", ""Pascale Arbillot""]",49030000.0,"[""francais""]",117868.0,0.0
le transporteur iii,2008,olivier megaton,france,6300,aventure action,108574.0,678945,609184.0,1,1430308,535,2.6,2.3,"[""Jason Statham"", ""Natalya Rudakova"", ""Robert Knepper"", ""François Berléand""]",30000000.0,"[""anglais"", ""francais"", ""hongrois"", ""russe""]",120030.0,0.0
les parasites,1999,phlippe de chauveron,france,5220,comedie,4210.0,98942,52704.0,7,156852,169,2.3,3.0,"[""Lionel Abelanski"", ""Atmen Kélif"", ""Estelle Skornik"", ""Elie Semoun""]",17240000.0,"[""francais""]",-1.0,0.0
le professeur foldingue,1996,tom shadyac,etatsunis,5700,film familial,103180.0,561291,458412.0,1,2199835,271,-1.0,1.9,"[""Eddie Murphy"", ""Jada Pinkett Smith"", ""James Coburn"", ""Larry Miller""]",54000000.0,"[""anglais""]",90463.0,1.0
la confidential,1997,curtis hanson,etatsunis,8280,drame,135689.4,182141,753417.6,3,589608,216,4.8,4.1,"[""Kevin Spacey"", ""James Cromwell"", ""Russell Crowe"", ""Guy Pearce""]",35000000.0,"[""anglais""]",93018.0,5.0
bohemian rhapsody,2018,bryan singer,etatsunis,8100,drame,197249.0,1077661,937273.0,1,4372279,505,3.0,4.3,"[""Rami Malek"", ""Gwilym Lee"", ""Lucy Boynton"", ""Ben Hardy""]",84200000.0,"[""anglais""]",149407.0,9.0
la belle verte,1996,coline serreau,france,5940,comedie,101769.8,211204,523566.6,3,773636,253,-1.0,3.3,"[""Coline Serreau"", ""Vincent Lindon"", ""Marion Cotillard"", ""James Thiérrée""]",1220000000.0,"[""francais""]",81253.0,0.0
vicky cristina barcelona,2008,woody allen,etatsunis,5760,comedie,80298.0,565395,473342.0,1,1914781,412,3.9,3.6,"[""Scarlett Johansson"", ""Rebecca Hall"", ""Javier Bardem"", ""Penélope Cruz""]",155000000.0,"[""anglais"", ""espagnol""]",121621.0,5.0
surviving picasso,1996,james ivory,grandebretagne,7500,drame,76704.29752953813,40386,378094.05652680655,10,64703,96,-1.0,3.2,"[""Anthony Hopkins"", ""Natascha McElhone"", ""Julianne Moore"", ""Joss Ackland""]",224575553.58251366,"[""anglais""]",91360.0,0.0
asterix et obelix contre cesar,1999,claude zidi,france,6540,comedie,446424.0,2718443,2213092.0,1,8948624,780,3.1,2.2,"[""Christian Clavier"", ""Gérard Depardieu"", ""Roberto Benigni"", ""Michel Galabru""]",4187000000.0,"[""francais"", ""allemand""]",93937.0,0.0
course a la mort,2008,paul ws anderson,etatsunis,5340,science fiction,11814.0,95769,82393.0,10,235202,148,2.2,2.8,"[""Jason Statham"", ""Tyrese Gibson"", ""Joan Allen"", ""Ian McShane""]",45000000.0,"[""anglais""]",121546.0,0.0
bienvenue a suburbicon,2017,george clooney,etatsunis,6300,comedie dramatique,13989.0,102006,83248.0,10,175142,218,3.0,2.8,"[""Matt Damon"", ""Julianne Moore"", ""Noah Jupe"", ""Glenn Fleshler""]",260600000.0,"[""anglais""]",147779.0,0.0
a dangerous method,2011,david cronenberg,grandebretagne,5940,drame,32539.0,149627,100568.0,9,518990,184,3.5,3.0,"[""Keira Knightley"", ""Michael Fassbender"", ""Viggo Mortensen"", ""Vincent Cassel""]",15000000.0,"[""anglais""]",129513.0,0.0
du sang et des larmes,2014,peter berg,etatsunis,7260,guerre,18473.0,127476,107903.0,13,235370,155,2.9,4.2,"[""Mark Wahlberg"", ""Taylor Kitsch"", ""Emile Hirsch"", ""Ben Foster""]",40000000.0,"[""anglais""]",138538.0,1.0
wrong,2012,quentin dupieux,france,5640,comedie,3337.0,20594,15342.0,18,44123,49,3.1,3.3,"[""Jack Plotnick"", ""Eric Judor"", ""Alexis Dziena"", ""Steve Little""]",1000000.0,"[""anglais""]",129352.0,0.0
ronin,1998,john frankenheimer,etatsunis,7320,aventure action,66415.0,391979,342299.4,2,983024,303,-1.0,2.7,"[""Robert De Niro"", ""Jean Reno"", ""Natascha McElhone"", ""Stellan Skarsgård""]",55000000.0,"[""anglais"", ""francais""]",95831.0,0.0
ambulance,2022,michael bay,etatsunis,8220,thriller,37688.0,142412,123544.0,4,254803,434,-1.0,2.7,"[""Thomas Bo Larsen"", ""Paw Henriksen"", ""Helle Fagralid"", ""Thorbjørn Hummel""]",491456000.0,"[""danois""]",-1.0,0.0
miss peregrine et les enfants particuliers,2016,tim burton,etatsunis,7620,fantasy,125886.0,754984,676959.0,1,2710301,578,3.7,3.8,"[""Eva Green"", ""Asa Butterfield"", ""Samuel L. Jackson"", ""Judi Dench""]",79016000.0,"[""anglais""]",145053.0,0.0
gravity,2013,alfonso cuaron,etatsunis,5460,science fiction,193659.0,1493000,1113882.0,1,4094466,398,4.6,4.0,"[""Sandra Bullock"", ""George Clooney""]",100000000.0,"[""anglais""]",138104.0,15.0
le dernier pub avant la fin du monde,2013,edgar wright,grandebretagne,6540,comedie,9300.0,58161,44804.0,16,123303,110,3.2,3.4,"[""Simon Pegg"", ""Nick Frost"", ""Martin Freeman"", ""Paddy Considine""]",90800000.0,"[""anglais""]",137617.0,0.0
cloclo,2012,florent emilio siri,france,8880,comedie dramatique,110392.0,1006479,670401.0,1,1791770,905,3.6,4.0,"[""Jérémie Renier"", ""Benoît Magimel"", ""Monica Scattini"", ""Sabrina Seyvecou""]",20000000.0,"[""arabic"", ""anglais"", ""francais"", ""italien""]",126523.0,4.0
la nouvelle guerre des boutons,2011,christophe barratier,france,6000,comedie,92145.0,521424,441388.0,1,1542231,539,2.4,2.6,"[""Laetitia Casta"", ""Guillaume Canet"", ""Kad Merad"", ""Gérard Jugnot""]",16000000.0,"[""francais""]",128838.0,1.0
un autre monde,2022,stephane brize,france,5760,drame,37055.0,195408,156799.0,8,490408,256,-1.0,3.0,[],502938000.0,"[""francais""]",-1.0,0.0
les herbes folles,2009,alain resnais,france,6240,comedie dramatique,26026.0,190223,154581.0,8,462731,196,4.1,2.1,"[""André Dussollier"", ""Sabine Azéma"", ""Emmanuelle Devos"", ""Anne Consigny""]",11000000.0,"[""francais""]",-1.0,1.0
tu ne tueras point,2016,mel gibson,etatsunis,7860,guerre,15831.0,216473,184288.0,6,542747,274,-1.0,3.6,"[""Miroslaw Baka"", ""Krzysztof Globisz"", ""Jan Tesarz"", ""Zbigniew Zapasiewicz""]",122864000.0,"[""polonais""]",-1.0,1.0
hotel woodstock,2009,ang lee,etatsunis,6600,comedie,11592.0,78441,63104.0,12,198751,147,3.7,3.2,"[""Emile Hirsch"", ""Demetri Martin"", ""Liev Schreiber"", ""Imelda Staunton""]",30000000.0,"[""anglais""]",123773.0,0.0
il faut sauver le soldat ryan,1998,steven spielberg,etatsunis,10200,guerre,144229.0,1057672,693455.6,1,4143325,581,3.0,4.4,"[""Ryan Hurst"", ""Tom Hanks"", ""Tom Sizemore"", ""Edward Burns""]",70000000.0,"[""anglais"", ""francais"", ""allemand""]",-1.0,9.0
mission impossible protocole fantome,2011,brad bird,etatsunis,7980,aventure action,115209.0,827046,631656.0,2,2415036,616,3.9,3.8,"[""Tom Cruise"", ""Jeremy Renner"", ""Simon Pegg"", ""Paula Patton""]",140000000.0,"[""anglais""]",130697.0,0.0
rai,1995,thomas gilou,france,5340,drame,76704.29752953813,55068,378094.05652680655,6,127675,76,-1.0,2.3,"[""Mustapha Benstiti"", ""Tabatha Cash"", ""Samy Naceri"", ""Faisal Attia""]",224575553.58251366,"[""francais""]",86152.0,0.0
la guerre des mondes,2005,steven spielberg,etatsunis,7020,science fiction,347475.0,1700096,1415369.0,1,3910795,848,-1.0,2.1,"[""Anthony Piana"", ""Jack Clay"", ""James Lathrop"", ""Darlene Sellers""]",136800000.0,"[""anglais""]",-1.0,0.0
eyes wide shut,1999,stanley kubrick,etatsunis,9540,drame,105293.6,612882,505344.4,1,1682279,591,4.1,3.6,"[""Tom Cruise"", ""Nicole Kidman"", ""Madison Eginton"", ""Sydney Pollack""]",65000000.0,"[""anglais""]",97900.0,0.0
enfin veuve,2008,isabelle mergault,france,5820,comedie,68787.0,619085,496732.0,1,2210676,479,1.9,2.4,"[""Michèle Laroque"", ""Jacques Gamblin"", ""Wladimir Yordanoff"", ""Tom Morton""]",41312000.0,"[""francais""]",105889.0,0.0
les schtroumpfs 2,2013,raja gosnell,etatsunis,6300,film familial,131656.0,606418,440400.0,2,2263030,680,2.0,2.7,"[""Neil Patrick Harris"", ""Brendan Gleeson"", ""Jayma Mays"", ""Hank Azaria""]",89160000.0,"[""anglais""]",136874.0,0.0
noe,2014,darren aronofsky,etatsunis,8280,peplum,94005.0,559723,464350.0,2,1318800,568,3.0,2.6,"[""Russell Crowe"", ""Jennifer Connelly"", ""Emma Watson"", ""Douglas Booth""]",125000000.0,"[""anglais""]",138918.0,0.0
lelite de brooklyn,2010,antoine fuqua,etatsunis,8400,thriller,23359.0,192641,159151.0,5,401033,220,3.6,3.2,"[""Richard Gere"", ""Don Cheadle"", ""Ethan Hawke"", ""Lili Taylor""]",25000000.0,"[""anglais""]",-1.0,0.0
au coeur de locean,2015,ron howard,etatsunis,7260,aventure action,16906.0,138532,115264.0,8,280288,368,3.1,3.7,"[""Chris Hemsworth"", ""Benjamin Walker"", ""Cillian Murphy"", ""Ben Whishaw""]",17420000.0,"[""anglais""]",143466.0,0.0
justice league,2017,zack snyder,etatsunis,7200,comicbook,130050.0,834493,741203.0,1,1724136,687,2.1,2.7,"[""Ben Affleck"", ""Henry Cavill"", ""Gal Gadot"", ""Ezra Miller""]",71342000.0,"[""anglais""]",147588.0,0.0
ricky,2009,francois ozon,france,5400,comedie dramatique,17489.0,135612,106252.0,9,243346,275,3.7,2.1,"[""Alexandra Lamy"", ""Sergi López"", ""Mélusine Mayance"", ""Arthur Peyret""]",35600000.0,"[""francais""]",119931.0,0.0
moliere,2007,laurent tirard,france,7200,comedie,40346.0,341820,265092.0,2,1242083,465,3.0,3.3,"[""Alban Casterman"", ""Romain Duris"", ""Fabrice Luchini"", ""Laura Morante""]",16000000.0,"[""francais""]",114850.0,1.0
rango,2011,gore verbinski,etatsunis,6420,animation,70043.0,519450,470183.0,1,1259125,626,3.4,3.6,[],135000000.0,"[""anglais""]",128342.0,9.0
mobius,2013,eric rochant,france,6180,thriller,95717.0,506674,407690.0,2,1095433,469,3.3,2.8,"[""Jean Dujardin"", ""Cécile de France"", ""Tim Roth"", ""Emilie Dequenne""]",97000000.0,"[""""]",115550.0,0.0
interstellar,2014,christopher nolan,etatsunis,10140,science fiction,91064.0,1071360,650000.0,1,2651382,747,3.8,4.5,"[""Matthew McConaughey"", ""Anne Hathaway"", ""Michael Caine"", ""John Lithgow""]",30526800.0,"[""anglais""]",140695.0,1.0
bad boys,1995,michael bay,etatsunis,7140,aventure action,80625.0,339543,264761.0,1,1636092,293,1.7,3.2,"[""Martin Lawrence"", ""Will Smith"", ""Tchéky Karyo"", ""Tea Leoni""]",23000000.0,"[""anglais""]",87887.0,0.0
la fille de dartagnan,1994,bertrand tavernier,france,7740,aventure action,76704.29752953813,552961,378094.05652680655,2,1502540,374,-1.0,2.3,"[""Sophie Marceau"", ""Philippe Noiret"", ""Sami Frey"", ""Jean-Luc Bideau""]",224575553.58251366,"[""francais""]",84538.0,0.0
gardiens de lordre,2010,nicolas boukhrief,france,6300,thriller,10834.0,82441,56718.0,11,111563,244,3.0,2.6,"[""Cécile de France"", ""Fred Testot"", ""Julien Boisselier"", ""Nicolas Marié""]",90154000.0,"[""francais""]",-1.0,0.0
intouchables,2011,nakache toledano,france,6720,comedie,191342.0,2126545,1653303.0,1,19490688,508,3.7,4.4,"[""François Cluzet"", ""Omar Sy"", ""Anne Le Ny"", ""Audrey Fleurot""]",9500000.0,"[""francais""]",125925.0,16.0
pars vite et reviens tard,2007,regis wargnier,france,6900,thriller,48480.0,420262,352556.0,2,843531,495,2.5,2.3,"[""José Garcia"", ""Lucas Belvaux"", ""Marie Gillain"", ""Olivier Gourmet""]",15000000.0,"[""francais""]",108057.0,1.0
taxi,1998,gerard pires,france,5160,comedie,24432.2,795989,278939.2,2,6522121,400,-1.0,2.4,"[""Samy Naceri"", ""Frédéric Diefenthal"", ""Marion Cotillard"", ""Manuela Gourary""]",8120000.0,"[""francais""]",92512.0,2.0
carnage,2011,roman polanski,france,4800,comedie dramatique,21698.0,179370,143355.0,6,437278,280,3.5,3.5,"[""Jodie Foster"", ""Kate Winslet"", ""Christoph Waltz"", ""John C. Reilly""]",25000000.0,"[""anglais""]",127909.0,1.0
rencontre avec joe black,1998,martin brest,etatsunis,10860,romance,151190.4,288415,813976.8,3,736372,362,2.7,3.8,"[""Brad Pitt"", ""Anthony Hopkins"", ""Claire Forlani"", ""Jake Weber""]",90000000.0,"[""anglais""]",96227.0,0.0
taken,2008,pierre morel,france,5100,aventure action,50765.0,291414,247186.0,4,1018518,350,1.8,3.8,"[""Liam Neeson"", ""Maggie Grace"", ""Famke Janssen"", ""Xander Berkeley""]",25000000.0,"[""albanais"", ""arabic"", ""anglais"", ""francais""]",117480.0,0.0
machete kills,2013,robert rodriguez,etatsunis,6480,aventure action,14080.0,86223,69017.0,10,141166,207,2.9,2.8,"[""Danny Trejo"", ""Michelle Rodriguez"", ""Mel Gibson"", ""Charlie Sheen""]",12000000.0,"[""anglais""]",138047.0,0.0
the immigrant,2013,james gray,etatsunis,7020,drame,15764.0,146077,116057.0,5,322576,242,3.7,3.1,"[""Marion Cotillard"", ""Joaquin Phoenix"", ""Jeremy Renner"", ""Dagmara Dominczyk""]",16500000.0,"[""anglais"", ""latin"", ""polonais""]",137837.0,0.0
hellphone,2007,james huth,france,5880,comedie,24031.0,172357,141836.0,4,288288,428,2.7,1.7,"[""Jean-Baptiste Maunier"", ""Jennifer Decker"", ""Benjamin Jungers"", ""Vladimir Consigny""]",42400000.0,"[""francais""]",115664.0,0.0
time out,2011,andrew niccol,etatsunis,6540,science fiction,63104.0,441450,369495.0,3,1099016,321,2.7,3.5,"[""Amanda Seyfried"", ""Justin Timberlake"", ""Cillian Murphy"", ""Vincent Kartheiser""]",40000000.0,"[""anglais""]",130929.0,0.0
from paris with love,2010,pierre morel,france,5520,aventure action,34136.0,201554,163372.0,10,330007,437,2.4,2.3,"[""John Travolta"", ""Jonathan Rhys-Meyers"", ""Kasia Smutniak"", ""Richard Durden""]",38000000.0,"[""anglais"", ""francais"", ""allemand"", ""mandarin""]",121849.0,0.0
une promesse,2014,patrice leconte,france,5880,comedie dramatique,10579.0,54391,62643.0,14,113878,105,3.1,3.2,"[""Rebecca Hall"", ""Alan Rickman"", ""Richard Madden"", ""Toby Murray""]",31200000.0,"[""anglais""]",135431.0,0.0
casper,1995,brad silberling,etatsunis,6000,film familial,57308.0,395424,309011.0,2,2224232,323,-1.0,3.1,"[""Devon Sawa"", ""Christina Ricci"", ""Bill Pullman"", ""Cathy Moriarty""]",55000000.0,"[""anglais""]",88422.0,0.0
le capital,2012,costagavras,france,6780,drame,30733.0,202565,163354.0,4,367784,259,2.4,2.3,"[""Gad Elmaleh"", ""Gabriel Byrne"", ""Natacha Régnier"", ""Céline Sallette""]",8000000.0,"[""anglais"", ""francais""]",127605.0,0.0
ma vie avec liberace,2013,steven soderbergh,etatsunis,7080,drame,14048.0,123223,100512.0,5,248868,279,4.0,3.7,"[""Michael Douglas"", ""Matt Damon"", ""Dan Aykroyd"", ""Scott Bakula""]",23000000.0,"[""anglais""]",137700.0,8.0
celle que jaime,2009,elie chouraqui,france,6180,romance,16287.0,114079,91490.0,11,159697,183,1.9,1.8,"[""Marc Lavoine"", ""Barbara Schulz"", ""Gérard Darmon"", ""Anton Balekdjian""]",17364000.0,"[""francais""]",-1.0,0.0
lucie aubrac,1997,claude berri,france,6900,drame,95136.8,542906,542776.0,2,1708050,335,-1.0,3.1,"[""Carole Bouquet"", ""Daniel Auteuil"", ""Patrice Chéreau"", ""Jean-Roger Milo""]",2135000000.0,"[""francais""]",88084.0,0.0
