title,year,director,country,duration,genre,first_day,first_week,first_weekend,hebdo_rank,total_spectator,copies,rating_press,rating_public,casting,budget,lang,visa,award
nebraska,2014,alexander payne,etatsunis,6600,comedie dramatique,6258.0,54541,41036.0,15,114363,180,3.3,3.9,"[""Bruce Dern"", ""Will Forte"", ""June Squibb"", ""Bob Odenkirk""]",13000000.0,"[""anglais""]",139100.0,2.0
la verite si je mens 3,2012,thomas gilou,france,7140,comedie,395283.0,1944022,1660445.0,1,4613791,1051,2.2,2.5,"[""Richard Anconina"", ""José Garcia"", ""Bruno Solo"", ""Vincent Elbaz""]",138200000.0,"[""francais""]",126274.0,0.0
elle sappelait sarah,2010,gilles paquetbrenner,france,6660,drame,31625.0,255461,201184.0,5,826891,325,3.3,4.0,"[""Kristin Scott Thomas"", ""Mélusine Mayance"", ""Niels Arestrup"", ""Frédéric Pierrot""]",10000000.0,"[""francais""]",123442.0,1.0
estouest,1999,regis wargnier,france,7200,drame,76704.29752953813,134148,378094.05652680655,7,565513,258,3.3,3.5,"[""Sandrine Bonnaire"", ""Oleg Menchikov"", ""Catherine Deneuve"", ""Ruben Tapiero""]",224575553.58251366,"[""francais"", ""russe""]",92496.0,0.0
un tueur pour cible,1998,antoine fuqua,etatsunis,5220,aventure action,52783.6,72867,222027.2,10,114175,159,-1.0,2.7,"[""Chow Yun-Fat"", ""Mira Sorvino"", ""Michael Rooker"", ""Jürgen Prochnow""]",30000000.0,"[""anglais""]",-1.0,0.0
the van,1996,stephen frears,irlande,6300,comedie,76704.29752953813,70205,378094.05652680655,8,309084,88,-1.0,3.1,"[""Colm Meaney"", ""Ger Ryan"", ""Caroline Rothwell"", ""Brendan O&#039;Carroll""]",224575553.58251366,"[""anglais""]",90485.0,0.0
captain america le soldat de lhiver,2014,russo brothers,etatsunis,8160,comicbook,110798.0,769959,657540.0,1,1922096,664,3.2,3.9,"[""Chris Evans"", ""Scarlett Johansson"", ""Anthony Mackie"", ""Samuel L. Jackson""]",170000000.0,"[""anglais""]",139238.0,0.0
la part des anges,2012,ken loach,grandebretagne,5820,comedie dramatique,36251.0,171832,132839.0,6,753926,182,3.5,3.9,"[""Paul Brannigan"", ""John Henshaw"", ""Gary Maitland"", ""William Ruane""]",492754000.0,"[""anglais""]",129616.0,1.0
maverick,1994,richard donner,etatsunis,7620,western,76704.29752953813,375899,378094.05652680655,1,1425544,396,-1.0,3.5,"[""Mel Gibson"", ""Jodie Foster"", ""James Garner"", ""Alfred Molina""]",224575553.58251366,"[""anglais"", ""allemand""]",86002.0,0.0
toutes nos envies,2011,philippe lioret,france,7200,drame,27396.0,170745,142925.0,7,354752,247,3.6,3.6,"[""Vincent Lindon"", ""Marie Gillain"", ""Amandine Dewasmes"", ""Yannick Renier""]",218640000.0,"[""francais""]",127704.0,2.0
twixt,2012,francis f coppola,etatsunis,5340,horreur,7616.0,51284,40963.0,18,106347,79,3.0,2.3,"[""Val Kilmer"", ""Bruce Dern"", ""Elle Fanning"", ""Ben Chaplin""]",7000000.0,"[""anglais""]",133183.0,0.0
harry potter et les reliques de la mort partie 1,2010,david yates,etatsunis,9000,fantasy,435069.0,2537450,2295310.0,1,6016776,971,3.2,4.0,"[""Daniel Radcliffe"", ""Rupert Grint"", ""Emma Watson"", ""Ralph Fiennes""]",150000000.0,"[""anglais""]",127998.0,2.0
dans la maison,2012,francois ozon,france,6300,thriller,54484.0,403162,325792.0,3,1195518,278,3.5,3.7,"[""Fabrice Luchini"", ""Ernst Umhauer"", ""Kristin Scott Thomas"", ""Emmanuelle Seigner""]",55200000.0,"[""francais""]",130567.0,4.0
sans identite,2011,jaume colletserra,etatsunis,6540,thriller,60651.0,381577,321567.0,2,1003434,339,2.7,3.3,"[""Liam Neeson"", ""Diane Kruger"", ""January Jones"", ""Aidan Quinn""]",46522000.0,"[""arabic"", ""anglais"", ""allemand"", ""turc""]",126246.0,0.0
chacun cherche son chat,1996,cedric klapisch,france,5760,comedie,9575.8,72617,55659.4,8,678995,52,-1.0,3.1,"[""Garance Clavel"", ""Zinedine Soualem"", ""Renée Le Calm"", ""Olivier Py""]",300000.0,"[""francais""]",88033.0,0.0
la fille sur le pont,1999,patrice leconte,france,5400,drame,75572.2,154881,412897.6,5,663390,198,3.4,3.6,"[""Vanessa Paradis"", ""Daniel Auteuil"", ""Claude Aufaure"", ""Nicola Donato""]",990000000.0,"[""francais""]",90876.0,1.0
speed,1994,jan de bont,etatsunis,6960,aventure action,52783.6,711565,222027.2,1,2403508,418,-1.0,3.6,"[""Keanu Reeves"", ""Dennis Hopper"", ""Sandra Bullock"", ""Joe Morton""]",30000000.0,"[""anglais""]",85849.0,4.0
wild wild west,1999,barry sonnenfeld,etatsunis,6240,western,400046.0,1344413,1753530.2,1,3101250,664,3.4,2.3,"[""Will Smith"", ""Kevin Kline"", ""Kenneth Branagh"", ""Salma Hayek""]",170000000.0,"[""anglais""]",97550.0,0.0
le jaguar,1996,francis veber,france,6000,aventure action,88092.4,593486,487394.0,2,2407696,491,-1.0,2.2,"[""Jean Reno"", ""Patrick Bruel"", ""Harrison Lowe"", ""Patricia Velasquez""]",17560000.0,"[""francais""]",83344.0,0.0
apollo 13,1995,ron howard,etatsunis,8400,aventure action,86697.0,628414,543415.0,1,2082298,377,2.8,3.9,"[""Tom Hanks"", ""Bill Paxton"", ""Gary Sinise"", ""Ed Harris""]",62000000.0,"[""anglais""]",88421.0,4.0
burn after reading,2008,joel coen,etatsunis,5820,comedie,58709.0,444259,364928.0,3,1458345,475,3.7,3.3,"[""George Clooney"", ""Brad Pitt"", ""Frances McDormand"", ""John Malkovich""]",37000000.0,"[""anglais""]",121635.0,0.0
cars 2,2011,john lasseter,etatsunis,6780,animation,274650.0,1047200,863016.0,1,2975790,709,2.6,3.3,[],200000000.0,"[""anglais""]",130341.0,0.0
fin aout debut septembre,1999,olivier assayas,france,6720,comedie,76704.29752953813,65035,378094.05652680655,13,197269,-1,3.2,2.8,"[""François Cluzet"", ""Virginie Ledoyen"", ""Arsinée Khanjian"", ""Alex Descas""]",224575553.58251366,"[""francais""]",-1.0,0.0
my own love song,2010,olivier dahan,etatsunis,6300,comedie dramatique,6287.0,37383,25501.0,18,55740,160,2.2,2.6,"[""Renée Zellweger"", ""Forest Whitaker"", ""Elias Koteas"", ""Madeline Zima""]",105400000.0,"[""anglais""]",121859.0,0.0
le monde fantastique doz,2013,sam raimi,etatsunis,7620,fantasy,123741.0,788437,632716.0,1,1592538,620,3.5,3.2,"[""James Franco"", ""Mila Kunis"", ""Rachel Weisz"", ""Michelle Williams""]",215000000.0,"[""anglais""]",135964.0,0.0
les patriotes,1994,eric rochant,france,8520,thriller,76704.29752953813,100289,378094.05652680655,4,321469,145,-1.0,3.7,"[""Yvan Attal"", ""Richard Masur"", ""Nancy Allen"", ""Bernard Le Coq""]",224575553.58251366,"[""anglais"", ""francais"", ""hebreu""]",-1.0,0.0
paparazzi,1998,alain berberian,france,6540,comedie,62357.6,370645,324650.0,3,938008,396,-1.0,1.9,"[""Vincent Lindon"", ""Patrick Timsit"", ""Arthur"", ""Patrick Bruel""]",51922000.0,"[""francais""]",90458.0,0.0
solutions locales pour un desordre global,2010,coline serreau,france,7080,documentaire,4329.0,38166,28316.0,17,219746,73,3.3,4.1,"[""Dominique Guillet"", ""Vandana Shiva"", ""Ana Primavesi"", ""Philippe Desbrosses""]",25440000.0,"[""anglais"", ""francais"", ""hindi"", ""portugais"", ""russe""]",122919.0,0.0
jeux de dupes,2008,george clooney,etatsunis,6840,comedie,11663.0,68461,53461.0,9,110710,148,2.7,2.5,"[""George Clooney"", ""Renée Zellweger"", ""John Krasinski"", ""Jonathan Pryce""]",12260000.0,"[""anglais"", ""allemand""]",120044.0,0.0
goldeneye,1995,martin campbell,grandebretagne,7800,aventure action,186734.0,1105770,808922.0,1,3493610,481,2.8,3.6,"[""Pierce Brosnan"", ""Sean Bean"", ""Izabella Scorupco"", ""Famke Janssen""]",60000000.0,"[""anglais""]",88766.0,0.0
song to song,2017,terrence malick,etatsunis,8700,drame,6705.0,34155,25600.0,17,83535,64,2.9,2.2,"[""Ryan Gosling"", ""Rooney Mara"", ""Michael Fassbender"", ""Natalie Portman""]",100400000.0,"[""anglais""]",146943.0,0.0
happy feet 2,2011,george miller,etatsunis,6300,animation,46602.0,168873,149585.0,7,630013,540,2.9,3.0,[],130000000.0,"[""anglais""]",131589.0,0.0
en direct sur edtv,1999,ron howard,etatsunis,7380,comedie,95435.0,86057,316817.8,5,330688,299,3.3,2.5,"[""Matthew McConaughey"", ""Ellen DeGeneres"", ""Jenna Elfman"", ""Woody Harrelson""]",60000000.0,"[""anglais""]",97208.0,0.0
pirates des caraibes la fontaine de jouvence,2011,rob marshall,etatsunis,8220,aventure action,321178.0,1693713,1496113.0,1,4755981,726,2.5,3.3,"[""Johnny Depp"", ""Penélope Cruz"", ""Geoffrey Rush"", ""Ian McShane""]",250000000.0,"[""anglais""]",129606.0,0.0
le magasin des suicides,2012,patrice leconte,france,5100,animation,16159.0,125124,107008.0,7,297318,240,3.1,2.4,[],11600000.0,"[""francais""]",123969.0,0.0
the revenant,2016,alejandro gonzalez inarritu,etatsunis,9060,aventure action,213954.0,1409177,1112798.0,1,3846911,540,3.8,4.2,"[""Leonardo DiCaprio"", ""Tom Hardy"", ""Domhnall Gleeson"", ""Will Poulter""]",94268000.0,"[""anglais"", ""francais""]",143735.0,14.0
arthur et la vengeance de maltazard,2009,luc besson,france,5640,animation,282122.0,1213383,1137410.0,1,3912389,925,3.1,1.7,"[""Freddie Highmore"", ""Penny Balfour"", ""Robert Stanton"", ""Ron Crawford""]",65000000.0,"[""anglais"", ""francais""]",120211.0,0.0
au bout du conte,2013,agnes jaoui,france,6720,comedie,62030.0,369847,305574.0,3,966381,335,3.5,2.8,"[""Agnès Jaoui"", ""Jean-Pierre Bacri"", ""Agathe Bonitzer"", ""Arthur Dupont""]",8000000.0,"[""francais""]",131692.0,0.0
le territoire des loups,2012,joe carnahan,etatsunis,7020,thriller,22588.0,176547,143778.0,8,330957,334,3.5,3.4,"[""Liam Neeson"", ""Dallas Roberts"", ""Frank Grillo"", ""Dermot Mulroney""]",34000000.0,"[""anglais""]",131514.0,0.0
another year,2010,mike leigh,grandebretagne,7740,comedie dramatique,15354.0,103494,67492.0,9,461783,151,3.9,3.3,"[""Jim Broadbent"", ""Lesley Manville"", ""Ruth Sheen"", ""Oliver Maltman""]",122464000.0,"[""anglais""]",128018.0,0.0
real steel,2011,shawn levy,etatsunis,7620,science fiction,45277.0,438587,319735.0,2,1101070,463,2.8,3.6,"[""Hugh Jackman"", ""Dakota Goyo"", ""Evangeline Lilly"", ""Anthony Mackie""]",80000000.0,"[""anglais""]",130834.0,0.0
lions et agneaux,2007,robert redford,etatsunis,5280,drame,24657.0,189810,162079.0,6,318970,390,2.7,2.5,"[""Tom Cruise"", ""Meryl Streep"", ""Robert Redford"", ""Michael Peña""]",42000000.0,"[""anglais""]",119001.0,0.0
contagion,2011,steven soderbergh,etatsunis,6360,aventure action,39596.0,394179,350066.0,3,686151,377,3.2,2.9,"[""Marion Cotillard"", ""Matt Damon"", ""Laurence Fishburne"", ""Jude Law""]",60000000.0,"[""cantonais"", ""anglais"", ""mandarin""]",131201.0,0.0
30 couleur,2012,jeanbaptiste lucien,france,5520,comedie,8191.0,104794,75178.0,10,138861,180,2.8,2.3,"[""Lucien Jean-Baptiste"", ""Edouard Montoute"", ""Marie-Sohna Condé"", ""Magaly Berdy""]",187400000.0,"[""francais""]",129542.0,0.0
laissemoi entrer,2010,matt reeves,etatsunis,6900,horreur,8408.0,64832,54061.0,9,128152,121,3.2,3.3,"[""Kodi Smit-McPhee"", ""Chloë Grace Moretz"", ""Richard Jenkins"", ""Elias Koteas""]",40000000.0,"[""anglais""]",125470.0,0.0
melancholia,2011,lars von trier,danemark,7800,science fiction,17984.0,116437,105064.0,9,409246,136,4.1,3.5,"[""Kirsten Dunst"", ""Charlotte Gainsbourg"", ""Alexander Skarsgård"", ""John Hurt""]",7400000.0,"[""anglais""]",126761.0,5.0
personnel et confidentiel,1996,jon avnet,etatsunis,7740,romance,95435.0,107762,316817.8,2,407634,172,-1.0,3.2,"[""Robert Redford"", ""Michelle Pfeiffer"", ""Stockard Channing"", ""Joe Mantegna""]",60000000.0,"[""anglais""]",89987.0,0.0
le cameleon,2010,jeanpaul salome,france,6360,thriller,2962.0,26908,17841.0,15,38804,84,2.7,2.3,"[""Marc-André Grondin"", ""Famke Janssen"", ""Ellen Barkin"", ""Nick Stahl""]",17800000.0,"[""anglais"", ""francais""]",120515.0,0.0
portrait de femme,1996,jane campion,australie,9180,drame,76704.29752953813,94289,378094.05652680655,6,184759,174,-1.0,3.3,"[""Nicole Kidman"", ""John Malkovich"", ""Shelley Duvall"", ""Martin Donovan""]",224575553.58251366,"[""anglais""]",91193.0,0.0
bound,1996,wachowski brothers,etatsunis,6480,thriller,21500.4,53162,151094.2,14,145962,43,-1.0,3.5,"[""Jennifer Tilly"", ""Gina Gershon"", ""Joe Pantoliano"", ""John P. Ryan""]",4500000.0,"[""anglais""]",90756.0,0.0
jet set,2000,fabien onteniente,france,6300,comedie,67551.0,428488,340499.0,1,1912895,494,-1.0,2.2,[],27504000.0,"[""anglais""]",-1.0,0.0
sucker punch,2011,zack snyder,etatsunis,6600,fantasy,52913.0,300243,264051.6,2,572491,633,3.0,3.2,"[""Emily Browning"", ""Abbie Cornish"", ""Jena Malone"", ""Vanessa Hudgens""]",82000000.0,"[""anglais""]",129165.0,0.0
piegee,2012,steven soderbergh,etatsunis,5580,thriller,13672.0,92437,73701.0,10,161222,136,2.8,2.1,"[""Gina Carano"", ""Michael Fassbender"", ""Ewan McGregor"", ""Bill Paxton""]",23000000.0,"[""anglais""]",131886.0,0.0
thomas crown,1999,john mctiernan,etatsunis,6300,aventure action,84957.6,324195,864094.0,2,748604,376,3.1,3.0,"[""Pierce Brosnan"", ""Rene Russo"", ""Ben Gazzara"", ""Faye Dunaway""]",48000000.0,"[""anglais"", ""francais"", ""allemand"", ""polonais""]",-1.0,1.0
la verite si je mens,1997,thomas gilou,france,6000,comedie,72443.0,542034,458953.0,1,4921478,244,3.0,3.1,"[""Richard Anconina"", ""Vincent Elbaz"", ""Bruno Solo"", ""José Garcia""]",264000000.0,"[""francais""]",87500.0,1.0
restons groupes,1998,jeanpaul salome,france,6060,comedie,76704.29752953813,228550,378094.05652680655,4,824770,184,-1.0,1.9,"[""Emma de Caunes"", ""Samuel Le Bihan"", ""Bruno Solo"", ""Bernard Le Coq""]",224575553.58251366,"[""francais""]",86414.0,0.0
deux filles daujourdhui,1997,mike leigh,grandebretagne,5220,comedie,76704.29752953813,59496,378094.05652680655,6,186187,106,-1.0,3.3,"[""Katrin Cartlidge"", ""Lynda Steadman"", ""Kate Byers"", ""Mark Benton""]",224575553.58251366,"[""anglais""]",-1.0,0.0
le fils prefere,1994,nicole garcia,france,6600,drame,76704.29752953813,100815,378094.05652680655,6,767064,87,-1.0,2.9,"[""Gérard Lanvin"", ""Bernard Giraudeau"", ""Jean-Marc Barr"", ""Roberto Herlitzka""]",224575553.58251366,"[""francais""]",82745.0,1.0
la dilletante,1999,pascal thomas,france,7080,comedie,76704.29752953813,62855,378094.05652680655,9,485497,72,3.4,2.8,"[""Marie Vincent"", ""Catherine Frot"", ""Sebastien Cotterot"", ""Barbara Schulz""]",224575553.58251366,"[""francais""]",93908.0,0.0
lappat,1995,bertrand tavernier,france,6900,drame,68591.2,199953,410076.4,4,767825,200,-1.0,3.3,"[""Marie Gillain"", ""Olivier Sitruk"", ""Bruno Putzulu"", ""Richard Berry""]",5350000.0,"[""francais""]",84932.0,1.0
grosse fatigue,1994,michel blanc,france,5220,comedie,76704.29752953813,417021,378094.05652680655,2,2015230,189,-1.0,2.7,"[""Michel Blanc"", ""Philippe Noiret"", ""Marie-Anne Chazel"", ""Charlotte Gainsbourg""]",224575553.58251366,"[""francais""]",82266.0,1.0
shutter island,2010,martin scorsese,etatsunis,8280,thriller,180893.0,1073540,905561.0,1,3113153,500,3.8,4.4,"[""Leonardo DiCaprio"", ""Mark Ruffalo"", ""Ben Kingsley"", ""Michelle Williams""]",80000000.0,"[""anglais"", ""allemand""]",124145.0,0.0
127 heures,2011,danny boyle,etatsunis,5640,aventure action,32793.0,205262,166302.0,11,350268,182,3.2,3.9,"[""James Franco"", ""Amber Tamblyn"", ""Kate Mara"", ""Clémence Poésy""]",18000000.0,"[""anglais""]",128277.0,1.0
green zone,2010,paul greengrass,etatsunis,6960,thriller,64156.0,345040,280246.0,5,756745,421,3.8,3.6,"[""Matt Damon"", ""Amy Ryan"", ""Greg Kinnear"", ""Jason Isaacs""]",100000000.0,"[""anglais""]",125272.0,0.0
disco,2008,fabien onteniente,france,6420,comedie,210456.0,1150993,903001.0,1,2435015,824,2.0,1.5,"[""Franck Dubosc"", ""Emmanuelle Béart"", ""Gérard Depardieu"", ""Samuel Le Bihan""]",10000000.0,"[""francais""]",117529.0,0.0
une nuit en enfer,1996,robert rodriguez,etatsunis,6420,fantasy,54407.4,368172,235377.8,2,677411,228,2.0,3.8,"[""George Clooney"", ""Quentin Tarantino"", ""Harvey Keitel"", ""Juliette Lewis""]",20000000.0,"[""anglais""]",90146.0,0.0
looking for eric,2009,ken loach,grandebretagne,7140,comedie,18909.0,170003,129677.0,7,504647,339,4.2,3.7,"[""Eric Cantona"", ""Steve Evets"", ""Stephanie Bishop"", ""John Henshaw""]",4000000.0,"[""anglais"", ""francais""]",-1.0,2.0
ma vie pour la tienne,2009,nick cassavetes,etatsunis,6360,drame,5762.0,60907,41606.0,11,96752,135,2.1,4.0,"[""Abigail Breslin"", ""Sofia Vassilieva"", ""Cameron Diaz"", ""Jason Patric""]",29400000.0,"[""anglais""]",124002.0,0.0
les promesses de lombre,2007,david cronenberg,etatsunis,6000,thriller,37083.0,309843,262514.0,1,801652,256,4.2,4.0,"[""Viggo Mortensen"", ""Naomi Watts"", ""Vincent Cassel"", ""Armin Mueller-Stahl""]",25000000.0,"[""anglais"", ""russe"", ""turc"", ""ourdou""]",119150.0,1.0
un prophete,2009,jacques audiard,france,8940,drame,57013.0,333422,267963.0,5,1309269,294,4.6,4.2,"[""Tahar Rahim"", ""Niels Arestrup"", ""Adel Bencherif"", ""Reda Kateb""]",12000000.0,"[""arabic"", ""francais""]",110809.0,18.0
cowboys envahisseurs,2011,jon favreau,etatsunis,7020,science fiction,95804.0,453467,371964.0,2,893929,480,2.5,2.5,"[""Harrison Ford"", ""Daniel Craig"", ""Olivia Wilde"", ""Paul Dano""]",163000000.0,"[""anglais""]",130481.0,0.0
comme les cinq doigts de la main,2010,alexandre arcady,france,7020,thriller,24158.0,230290,194614.0,4,472889,277,1.8,2.6,"[""Patrick Bruel"", ""Vincent Elbaz"", ""Pascal Elbé"", ""Eric Caravaca""]",39400000.0,"[""francais""]",122607.0,0.0
wonder woman,2017,patty jenkins,etatsunis,8460,comicbook,157337.0,755369,642786.0,1,2165068,656,3.1,3.7,"[""Gal Gadot"", ""Chris Pine"", ""Connie Nielsen"", ""Robin Wright""]",99198000.0,"[""anglais""]",146745.0,0.0
wonder woman,2017,patty jenkins,etatsunis,8460,comicbook,157337.0,755369,642786.0,1,2165068,656,-1.0,3.7,[],99198000.0,"[""anglais""]",-1.0,0.0
chappie,2015,neil blomkamp,etatsunis,7200,science fiction,42760.0,263937,224204.0,2,602360,418,3.3,3.7,"[""Sharlto Copley"", ""Dev Patel"", ""Hugh Jackman"", ""Sigourney Weaver""]",49000000.0,"[""anglais""]",141322.0,0.0
dumb dumber de,2014,peter farrelly,etatsunis,6480,comedie,20034.0,147054,107352.0,9,299628,295,2.9,2.7,"[""Jim Carrey"", ""Jeff Daniels"", ""Rob Riggle"", ""Laurie Holden""]",39600000.0,"[""anglais""]",141171.0,0.0
petits meurtres entre amis,1995,danny boyle,grandebretagne,5700,comedie,27743.4,142310,200614.2,7,1113351,71,3.2,3.7,"[""Kerry Fox"", ""Christopher Eccleston"", ""Ewan McGregor"", ""Keith Allen""]",2500000.0,"[""anglais""]",-1.0,0.0
mort ou vif,1995,sam raimi,etatsunis,6480,western,85471.8,388852,457833.2,1,693834,249,2.2,3.2,"[""Sharon Stone"", ""Leonardo DiCaprio"", ""Gene Hackman"", ""Russell Crowe""]",32000000.0,"[""anglais""]",87723.0,0.0
cher john,2010,lasse hallstrom,etatsunis,6300,romance,10957.0,78863,66013.2,11,109441,243,3.5,3.5,"[""Channing Tatum"", ""Amanda Seyfried"", ""Richard Jenkins"", ""Henry Thomas""]",25000000.0,"[""anglais""]",125809.0,0.0
ensemble nous allons vivre une tres tres grande histoire damour,2010,pascal thomas,france,5940,comedie,10311.0,64195,48858.0,13,84702,220,3.0,1.6,"[""Julien Doré"", ""Marina Hands"", ""Guillaume Gallienne"", ""Noémie Lvovsky""]",92200000.0,"[""francais""]",123890.0,1.0
litalien,2010,olivier baroux,france,6120,comedie,96614.0,358409,301032.0,4,1111246,439,3.1,2.2,"[""Kad Merad"", ""Valérie Benguigui"", ""Roland Giraud"", ""Guillaume Gallienne""]",62800000.0,"[""francais""]",112613.0,0.0
fred,1997,pierre jolivet,france,5100,thriller,76704.29752953813,47542,378094.05652680655,10,174565,76,-1.0,3.1,"[""Vincent Lindon"", ""Clotilde Courau"", ""François Berléand"", ""Stéphane Jobert""]",224575553.58251366,"[""francais""]",90399.0,0.0
riddick,2013,david twohy,etatsunis,7140,science fiction,41012.0,254478,213849.0,2,512787,368,2.6,2.8,"[""Vin Diesel"", ""Karl Urban"", ""Katee Sackhoff"", ""Jordi Mollà""]",28798000.0,"[""anglais""]",132904.0,0.0
mon pote,2010,marc esposito,france,6300,comedie dramatique,13584.0,103987,83481.0,8,144233,297,2.4,3.4,"[""Edouard Baer"", ""Benoît Magimel"", ""Atmen Kélif"", ""Léonie Simaga""]",185000000.0,"[""francais""]",122689.0,0.0
good morning england,2009,richard curtis,grandebretagne,8100,comedie,15481.0,182517,150539.0,6,868531,291,3.7,4.2,"[""Tom Sturridge"", ""Philip Seymour Hoffman"", ""Rhys Ifans"", ""Bill Nighy""]",116864000.0,"[""anglais""]",121880.0,0.0
sex friends,2011,ivan reitman,etatsunis,6600,romance,71912.0,395113,314835.0,7,943569,301,2.3,2.7,"[""Natalie Portman"", ""Ashton Kutcher"", ""Kevin Kline"", ""Greta Gerwig""]",49800000.0,"[""anglais""]",128200.0,0.0
le hobbit un voyage inattendu,2012,peter jackson,etatsunis,9900,fantasy,251817.0,1434119,1217193.0,1,4505525,958,3.2,4.2,"[""Ian McKellen"", ""Martin Freeman"", ""Richard Armitage"", ""Ken Stott""]",180000000.0,"[""anglais""]",135469.0,0.0
les regrets,2009,cedric kahn,france,6300,comedie dramatique,15592.0,89668,75147.0,8,225340,130,3.2,2.3,"[""Yvan Attal"", ""Valeria Bruni Tedeschi"", ""Arly Jover"", ""Philippe Katerine""]",116864000.0,"[""francais""]",120184.0,0.0
de leau pour les elephants,2011,francis lawrence,etatsunis,6900,drame,52335.0,289166,241499.0,3,661891,438,2.8,3.8,"[""Reese Witherspoon"", ""Robert Pattinson"", ""Christoph Waltz"", ""Paul Schneider""]",38000000.0,"[""anglais""]",129001.0,0.0
crash,1996,david cronenberg,canada,6000,drame,80228.8,189566,337443.4,1,585375,236,3.6,2.9,"[""James Spader"", ""Holly Hunter"", ""Rosanna Arquette"", ""Deborah Kara Unger""]",9000000.0,"[""anglais""]",90459.0,0.0
